Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPropertyValue(getApplication, ""data[0].applicationCharacteristic.tcf.t11"", 5)",,,,2019-05-24 14:47:36,2019-05-24 14:47:36,0.016s,PASSED
"verifyElementPropertyValue(getApplication, ""data[0].applicationCharacteristic.tcf.t12"", 1)",,,,2019-05-24 14:47:36,2019-05-24 14:47:36,0.020s,PASSED
"verifyElementPropertyValue(getApplication, ""data[0].applicationCharacteristic.tcf.t13"", 1)",,,,2019-05-24 14:47:36,2019-05-24 14:47:36,0.022s,PASSED
,,,,,,,
Test Cases/Application/PostApplication,,,,2019-05-24 14:47:36,2019-05-24 14:47:37,0.500s,FAILED
"insertApplication = sendRequest(findTestObject(""Application/PostApplication""))",,,,2019-05-24 14:47:36,2019-05-24 14:47:37,0.298s,PASSED
"verifyResponseStatusCode(insertApplication, 200)",,,,2019-05-24 14:47:37,2019-05-24 14:47:37,0.009s,FAILED
,,,,,,,
Test Cases/Application/PutApplication,,,,2019-05-24 14:47:37,2019-05-24 14:47:38,1.689s,FAILED
"updateApplication = sendRequest(findTestObject(""Application/PutApplication""))",,,,2019-05-24 14:47:38,2019-05-24 14:47:38,0.357s,PASSED
"verifyResponseStatusCode(updateApplication, 200)",,,,2019-05-24 14:47:38,2019-05-24 14:47:38,0.013s,FAILED
